Date,High,Low,OpenPrice,Close,Average,LowAverage,HighAverage,LargeAverage
2020-11-17 17:14:35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:15:32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:16:33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:17:36,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:18:32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:19:32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:20:33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:21:33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:22:31,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:23:34,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:24:34,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:25:41,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:45:52,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:46:53,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:47:58,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:48:51,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:49:51,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970-01-01 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:51:53,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:52:51,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:53:50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:55:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:56:16,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:57:10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970-01-01 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:58:56,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 17:59:56,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1970-01-01 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 18:01:54,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 18:03:48,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 18:05:25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 18:06:41,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 18:07:20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 18:08:25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 18:09:24,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 18:10:25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-11-17 18:47:24,0.00,0.00,0.00,0.00,0.00,0.00,0.00
